1,1,1,0
1,2,2,0
1,3,3,0
1,4,4,0
1,5,5,0
1,6,6,0
1,7,7,0
1,8,8,0
1,9,9,0
1,10,10,0
0,11,10,0
1,12,11,0
1,13,12,0
1,14,13,0
1,15,14,0
1,16,15,0
1,17,16,0
1,18,17,0
1,19,18,0
1,20,19,0
1,21,20,0
1,22,21,0
1,23,22,0
1,24,23,0
1,25,24,0
1,26,25,0
1,27,26,0
1,28,27,0
1,29,28,0
1,30,29,0
1,31,30,0
1,32,31,0
1,33,32,0
1,34,33,0
1,35,34,0
1,36,35,0
1,37,36,0
1,38,37,0
1,39,38,0
1,40,39,0
1,41,40,0
0,42,40,0
0,43,40,0
0,44,40,0
1,45,41,0
1,46,42,0
1,47,43,0
1,48,44,0
1,49,45,0
1,50,46,0
1,51,47,0
1,52,48,0
1,53,49,0
0,54,49,0
0,55,49,0
0,56,49,0
0,57,49,0
0,58,49,0
0,59,49,0
0,60,49,0
0,61,49,0
0,62,49,0
0,63,49,0
0,64,49,0
0,65,49,0
0,66,49,0
0,67,49,0
1,68,50,0
1,69,51,0
1,70,52,0
1,71,53,0
0,72,53,0
1,73,54,0
1,74,55,0
1,75,56,0
0,76,56,0
0,77,56,0
1,78,57,0
1,79,58,0
1,80,59,0
0,81,59,0
1,82,60,0
0,83,60,0
0,84,60,0
0,85,60,0
0,86,60,0
1,87,61,0
0,88,61,0
0,89,61,0
1,90,62,0
1,91,63,0
1,92,64,0
1,93,65,0
1,94,66,0
1,95,67,0
1,96,68,0
1,97,69,0
1,98,70,0
0,99,70,0
0,100,70,0
0,101,70,0
0,102,70,0
0,103,70,0
0,104,70,0
0,105,70,0
0,106,70,0
0,107,70,0
0,108,70,0
0,109,70,0
0,110,70,0
0,111,70,0
0,112,70,0
1,113,71,1
1,114,72,1
0,115,72,1
0,116,72,1
0,117,72,1
0,118,72,1
0,119,72,1
0,120,72,1
0,121,72,1
0,122,72,1
0,123,72,1
0,124,72,1
0,125,72,1
0,126,72,1
0,127,72,1
0,128,72,1
0,129,72,1
0,130,72,1
0,131,72,1
0,132,72,1
0,133,72,1
0,134,72,1
0,135,72,1
0,136,72,1
0,137,72,1
0,138,72,1
0,139,72,1
0,140,72,1
0,141,72,1
0,142,72,1
0,143,72,1
0,144,72,1
0,145,72,1
1,146,73,1
0,147,73,1
0,148,73,1
0,149,73,1
0,150,73,1
1,151,74,1
0,152,74,1
0,153,74,1
0,154,74,1
0,155,74,1
0,156,74,1
0,157,74,1
0,158,74,1
0,159,74,1
0,160,74,1
1,161,75,1
1,162,76,1
0,163,76,1
0,164,76,1
0,165,76,1
0,166,76,1
0,167,76,1
0,168,76,1
0,169,76,1
1,170,77,1
0,171,77,1
0,172,77,1
0,173,77,1
1,174,78,1
0,175,78,1
0,176,78,1
0,177,78,1
0,178,78,1
0,179,78,1
0,180,78,1
0,181,78,1
0,182,78,1
0,183,78,1
0,184,78,1
0,185,78,1
0,186,78,1
0,187,78,1
0,188,78,1
0,189,78,1
1,190,79,1
0,191,79,1
0,192,79,1
1,193,80,1
0,194,80,1
0,195,80,1
0,196,80,1
0,197,80,1
0,198,80,1
0,199,80,1
0,200,80,1
0,201,80,1
0,202,80,1
0,203,80,1
0,204,80,1
0,205,80,1
0,206,80,1
0,207,80,1
0,208,80,1
0,209,80,1
0,210,80,1
0,211,80,1
0,212,80,1
0,213,80,1
0,214,80,1
0,215,80,1
0,216,80,1
0,217,80,1
0,218,80,1
0,219,80,1
0,220,80,1
0,221,80,1
0,222,80,1
0,223,80,1
0,224,80,1
0,225,80,1
0,226,80,1
0,227,80,1
0,228,80,1
0,229,80,1
1,230,81,1
1,231,82,1
0,232,82,1
0,233,82,1
0,234,82,1
0,235,82,1
0,236,82,1
0,237,82,1
0,238,82,1
